0,Correlation,Error_measure,Precision,tp,DailyValueTraded
GXN,-1.1,-1.1,-1.1,-1.1,19448.8650305
GXY,-0.000949381390181,0.0400194755617,0.3125,5,583570.411998
GZL,-1.1,-1.1,-1.1,-1.1,10670.5301078
HAO,-1.1,-1.1,-1.1,-1.1,15746.8079624
HAR,0.0162459644497,0.0739896796272,0,0,60529.2549213
HAS,-1.1,-1.1,-1.1,-1.1,19004.1704746
HAV,-1.1,-1.1,-1.1,-1.1,43300.1747307
HAW,0.0843862838925,0.0585209841796,0.0,0,73982.6584186
HAZ,-1.1,-1.1,-1.1,-1.1,41105.7145512
HCH,-0.0470537274054,0.0404015110298,0.42857142857142855,3,103443.68357
HCT,-1.1,-1.1,-1.1,-1.1,6429.37564307
HDG,-1.1,-1.1,-1.1,-1.1,14667.6826652
HDX,-1.1,-1.1,-1.1,-1.1,25640.5057751
HEG,-1.1,-1.1,-1.1,-1.1,46537.1918302
HFA,0.0501971156661,0.0297315740131,0.28378378378378377,21,407228.613197
HFR,0.00781431281429,0.0346466687093,1.0,3,301950.127069
HGG,-0.0394343513259,0.0176797972307,0.2,1,8176342.11571
HGL,-1.1,-1.1,-1.1,-1.1,1970.63223749
HGO,0.0476620537789,0.0320793478738,0,0,310539.429171
HHL,-1.1,-1.1,-1.1,-1.1,33520.7802046
HHM,-1.1,-1.1,-1.1,-1.1,5630.45117888
HHV,0.500521411119,0.0403223803799,0.7741935483870968,48,219026.042604
HHY,0.188950661397,0.00742706074355,0.6458333333333334,31,73700.2924584
HIG,0.0292984827328,0.0385268877514,0.0,0,184156.049433
HIL,-0.00443784066977,0.0238458365537,0.6666666666666666,2,469901.353522
HIT,-1.1,-1.1,-1.1,-1.1,1552.42706663
HJB,-1.1,-1.1,-1.1,-1.1,3292.19262593
HLO,-1.1,-1.1,-1.1,-1.1,31149.3082087
HLS,-1.1,-1.1,-1.1,-1.1,1938.46430744
HLX,-1.1,-1.1,-1.1,-1.1,31435.7915101
HMI,-1.1,-1.1,-1.1,-1.1,7520.8649504
HMX,-1.1,-1.1,-1.1,-1.1,16412.7242173
HNG,-1.1,-1.1,-1.1,-1.1,9866.24429914
HNR,-1.1,-1.1,-1.1,-1.1,46636.017238
HOG,-1.1,-1.1,-1.1,-1.1,43827.5267017
HOM,-1.1,-1.1,-1.1,-1.1,6262.00478297
HOR,0.00721154792012,0.0907427711669,0,0,117433.628176
HPI,0.168317656066,0.00908157156172,0.5384615384615384,14,539670.919326
HPR,-1.1,-1.1,-1.1,-1.1,19049.2340225
HRL,-1.1,-1.1,-1.1,-1.1,11175.7589172
HRR,0.0512998415597,0.0265757461673,1.0,1,57031.0604921
HSK,-1.1,-1.1,-1.1,-1.1,42460.3831844
HSN,0.040807270753,0.0170716409384,0.4233128834355828,69,229922.133501
HSO,0.04920230936,0.013461777308,0,0,18191309.894
HTA,-1.1,-1.1,-1.1,-1.1,24443.1321537
HUB,0.0988955867321,0.0430328840176,0,0,81496.2246277
HUO,0.179649054273,0.0157771145203,0,0,228038.040453
HVN,-0.0202314282742,0.01589565547,0.42857142857142855,18,7745044.76749
HZN,0.10904565787,0.0252164416911,0.391304347826087,9,680187.890081
IAA,0.018937200386,0.00723761193439,0.5,4,421132.478962
IAB,-1.1,-1.1,-1.1,-1.1,10742.4208103
IAF,0.125274822569,0.00240209412521,0,0,503172.615729
IAG,0.0490272008917,0.0117990212941,0.25,1,23213962.6458
IAT,-1.1,-1.1,-1.1,-1.1,1241.77393447
IAU,-0.041798862053,0.0493977719792,0,0,1100712.08803
IBC,-1.1,-1.1,-1.1,-1.1,19896.7011335
IBG,0.054327040367,0.0385714764883,0,0,87298.1341186
IBK,-0.0571091994086,0.00869564522581,0.125,1,110952.379383
ICG,0.0382906471814,0.0723129094176,0.25,1,76887.2970797
ICI,-1.1,-1.1,-1.1,-1.1,4022.47986577
ICN,-0.0242428313363,0.0365690318817,0.2608695652173913,6,239144.425518
ICQ,0.00676607451685,0.0278141043555,0.2903225806451613,9,270242.133685
ICS,-1.1,-1.1,-1.1,-1.1,8737.78265496
ICT,-1.1,-1.1,-1.1,-1.1,9179.27140503
ICU,-1.1,-1.1,-1.1,-1.1,7105.74838264
ICZ,-1.1,-1.1,-1.1,-1.1,1520.84332061
IDC,0.043318891494,0.0491366419305,0,0,86161.2414393
IDM,-1.1,-1.1,-1.1,-1.1,29722.5127034
IDO,0.0619786889533,0.0492998713439,0,0,53459.7191872
IDP,-1.1,-1.1,-1.1,-1.1,720.254766603
IDR,0.13819709142,0.00740608096095,0,0,499102.952816
IDT,-1.1,-1.1,-1.1,-1.1,27590.0652687
IDX,0.0118525281293,0.0160776025674,0,0,455054.531765
IDZ,-1.1,-1.1,-1.1,-1.1,22438.5097835
IEC,-1.1,-1.1,-1.1,-1.1,34599.2639236
IEL,-0.0895165356795,0.021893581932,0.25,1,2706114.51598
IEM,-0.0446814483561,0.00818080886562,0,0,624178.505794
IEQ,-1.1,-1.1,-1.1,-1.1,482.057640825
IEU,0.0731303243687,0.00871528150513,0.42857142857142855,3,694800.169134
IFL,-0.0290282909069,0.0159398472788,0.6,3,3438817.30279
IFM,0.0647552610153,0.0199436111269,0,0,274069.181565
IFN,-0.0448845415438,0.027677287959,0,0,1997371.01203
IFS,-1.1,-1.1,-1.1,-1.1,9946.03743886
IFZ,-1.1,-1.1,-1.1,-1.1,1334.40192926
IGB,-0.00809409150754,0.00348407841225,0,0,120931.509904
IGO,-0.00706772276783,0.0248403954594,0.3333333333333333,1,3882410.70351
IGS,-1.1,-1.1,-1.1,-1.1,23514.8374067
IHD,0.024750546331,0.00706504180858,0,0,411749.67356
IHK,0.036125450395,0.00783213512956,0.0,0,71862.6128213
IIL,-1.1,-1.1,-1.1,-1.1,15621.2009479
IIN,0.0119314481005,0.0159076459426,0.4230769230769231,11,2168438.06261
IJH,0.0195085412604,0.00824093120609,0.5263157894736842,10,82227.0420458
IJP,-0.0144509677102,0.00953531068164,0.8,4,319886.761292
IJR,-0.00801212712732,0.00823358253784,0.36,9,57875.3538269
IKO,0.0582315334126,0.0093808391338,0.28205128205128205,11,95555.9524112
IKW,-1.1,-1.1,-1.1,-1.1,26534.1735492
ILB,0.0383291325561,0.00367982369139,0,0,164247.141853
ILC,-0.0127402590619,0.00607011983298,0,0,645399.023141
ILH,-1.1,-1.1,-1.1,-1.1,3761.0978077
ILU,-0.00272781629759,0.0276514646847,0,0,19087540.1241
IMA,0.0698967120232,0.0371325154019,0,0,73357.3656898
IMC,-1.1,-1.1,-1.1,-1.1,14268.7464197
IMD,0.0395821578411,0.0312098051678,0.6,6,703411.679523
IMF,-0.0352905522483,0.0155954857946,0.49557522123893805,56,284516.103138
IMI,-0.11984614057,0.159674938018,0.03571428571428571,3,167376.236286
IMU,-1.1,-1.1,-1.1,-1.1,23686.6764186
INA,0.0661329615678,0.0145950272328,0.4444444444444444,8,647628.689095
IND,-1.1,-1.1,-1.1,-1.1,37569.2050445
INL,0.10215474494,0.0687677027393,0,0,109313.073306
IOF,0.028874209079,0.0114277536645,0.37037037037037035,10,5719855.0727
IOG,-1.1,-1.1,-1.1,-1.1,8474.0852187
IOO,-0.0046828445959,0.00706885866686,0.2631578947368421,5,851395.308971
IOZ,-0.0826097551725,0.0068890273179,0.0,0,838183.179714
IPA,-1.1,-1.1,-1.1,-1.1,6242.67445383
IPB,-1.1,-1.1,-1.1,-1.1,19952.0234685
IPC,-1.1,-1.1,-1.1,-1.1,173.777415261
IPD,0.0257708780513,0.0467213533624,0,0,125317.632792
IPE,-1.1,-1.1,-1.1,-1.1,31194.8113077
IPH,-0.0146465180711,0.0180937520631,0,0,2998931.66227
IPL,-0.0252914293818,0.0370106517402,0.41379310344827586,24,22496689.3624
IPP,-0.00594323082291,0.0243896483959,0.3106796116504854,32,519397.27739
IPT,-1.1,-1.1,-1.1,-1.1,17015.6891921
IQE,-0.126249297556,0.0644313532276,0,0,201889.30856
IRC,-1.1,-1.1,-1.1,-1.1,9342.67865082
IRD,-1.1,-1.1,-1.1,-1.1,40600.6187797
IRE,-0.011921835946,0.0131261246975,0.45161290322580644,14,2313754.55323
IRI,-0.00615063280786,0.0248232663569,0.5,1,90644.8872546
IRL,-1.1,-1.1,-1.1,-1.1,27064.5167683
IRM,-1.1,-1.1,-1.1,-1.1,25967.2284726
IRU,-0.0699476510589,0.00894611709452,0.21739130434782608,10,82376.3036168
ISD,-0.00959448569291,0.0152906815373,0,0,2366209.76768
ISG,-1.1,-1.1,-1.1,-1.1,27011.8787686
ISH,-1.1,-1.1,-1.1,-1.1,1499.86159966
ISN,0.131099802001,0.0845303275495,0,0,109892.307858
ISO,0.0324532003215,0.00679622198381,0,0,146880.8774
ISU,0.0331919723283,0.0209157202427,0,0,715560.350163
ISX,0.0517249632794,0.141667109526,0,0,86314.75594
ITD,-1.1,-1.1,-1.1,-1.1,20976.3045894
ITW,-0.00145004516864,0.0150186954212,0.2951167728237792,139,90552.8229695
IVC,0.0713641040665,0.0115525540599,0.5185185185185185,28,1750957.37669
IVE,0.0165499617483,0.00715543760497,0.25,3,424401.848808
IVO,-1.1,-1.1,-1.1,-1.1,46321.6867708
IVR,0.0210090292934,0.049218807348,0.18181818181818182,2,80151.9202188
IVT,-1.1,-1.1,-1.1,-1.1,1095.84004866
IVV,-0.0290153958497,0.00683641499114,0.4,6,2333431.0345
IVX,-1.1,-1.1,-1.1,-1.1,43284.6701065
IWG,-1.1,-1.1,-1.1,-1.1,39874.2136204
IXI,0.0410334215707,0.0063246373714,0,0,178124.100787
IXJ,-0.0277105409087,0.00701401538331,0,0,362752.413263
IXP,-1.1,-1.1,-1.1,-1.1,42178.7789675
IXR,-0.0106949394122,0.0419459696962,0,0,57075.7366232
IZZ,0.0433498887023,0.00971457944716,0.4,2,503151.01888
JAL,-1.1,-1.1,-1.1,-1.1,37774.1935316
JAT,-1.1,-1.1,-1.1,-1.1,6915.47441924
JBH,-0.0202733579289,0.0186723160576,0.0,0,9247890.06461
JCS,-1.1,-1.1,-1.1,-1.1,4274.89588388
JHC,0.143713337226,0.0152329362057,0,0,2734938.51053
JHX,0.00510829934269,0.0172897912184,0.2,1,14677664.5191
JIN,0.0642472913094,2.66985959905,0,0,78255.3137407
JKA,-0.053783929983,0.0442104671493,0,0,82761.0565304
JKL,-1.1,-1.1,-1.1,-1.1,19237.1849599
JPR,0.0351058118323,0.0325488672425,0.3770491803278688,23,125190.554774
JRL,-1.1,-1.1,-1.1,-1.1,25787.5984241
JRV,0.340490955751,0.128040681487,0.2903225806451613,18,93504.6000116
JVG,-1.1,-1.1,-1.1,-1.1,2562.00058059
JYC,-1.1,-1.1,-1.1,-1.1,5183.24813989
KAB,-1.1,-1.1,-1.1,-1.1,47365.6992322
KAM,-1.1,-1.1,-1.1,-1.1,26004.8466221
KAR,0.0221172305823,0.0304228005845,0.3076923076923077,4,3397705.85347
KAS,-0.00960921757068,0.0378389012154,0.14285714285714285,4,104294.534077
KAT,-1.1,-1.1,-1.1,-1.1,1905.17747773
KBC,-0.0274912334744,0.0543434396892,0.24107142857142858,81,121041.446396
KBL,-1.1,-1.1,-1.1,-1.1,43974.2182837
KBU,-1.1,-1.1,-1.1,-1.1,5407.22105263
KCN,0.00334459977359,0.033488842009,0,0,2681620.71575
KDL,-1.1,-1.1,-1.1,-1.1,34259.9234547
KDR,0.0294516904208,0.0613436163765,0.2875816993464052,44,221113.673594
KEY,-1.1,-1.1,-1.1,-1.1,44448.2180664
KFE,-1.1,-1.1,-1.1,-1.1,41152.2067302
KFG,-1.1,-1.1,-1.1,-1.1,31.5324232082
KGD,-0.0860919848462,0.0419764016041,0,0,66898.7359124
KGL,0.0162789556102,0.0493759870687,0.13333333333333333,2,127327.199497
KGM,-1.1,-1.1,-1.1,-1.1,39368.0110119
KII,0.306409562602,0.00741974605135,0,0,136068.503597
KIK,-0.390083040278,0.167531191276,0,0,91185.828734
KIN,-1.1,-1.1,-1.1,-1.1,7676.69806574
KIS,-1.1,-1.1,-1.1,-1.1,10462.724337
KKL,-1.1,-1.1,-1.1,-1.1,27920.2658267
KKO,-1.1,-1.1,-1.1,-1.1,9796.19966814
KKT,-1.1,-1.1,-1.1,-1.1,7250.14483218
KLR,-1.1,-1.1,-1.1,-1.1,15.0698921758
KMD,-0.1182065332,0.0231497378478,0.23529411764705882,12,978622.016669
KME,-1.1,-1.1,-1.1,-1.1,5600.5721869
KNE,-1.1,-1.1,-1.1,-1.1,15890.7303997
KNH,-1.1,-1.1,-1.1,-1.1,1196.94171523
KNL,-0.0208305753819,0.0794327660478,0.6666666666666666,2,130674.123554
KNM,-1.1,-1.1,-1.1,-1.1,29300.7555076
KNO,-1.1,-1.1,-1.1,-1.1,20337.8922559
KOR,-1.1,-1.1,-1.1,-1.1,37602.5489447
KOV,-1.1,-1.1,-1.1,-1.1,30045.9658902
KPC,-0.0192714568166,0.0594885786139,0.20987654320987653,17,93674.0659921
KPL,-1.1,-1.1,-1.1,-1.1,43632.8304768
KPO,-1.1,-1.1,-1.1,-1.1,32943.6020998
KPR,-0.00394444267601,0.0722443254968,0,0,103683.933983
KPT,-1.1,-1.1,-1.1,-1.1,5838.29308819
KRA,-1.1,-1.1,-1.1,-1.1,5840.43613453
KRC,-0.00763311799549,0.0679810813894,0,0,50001.2816872
KRL,0.000820115244837,0.0472672965262,0.17647058823529413,6,142149.745895
KRM,0.00841242501917,0.0330491023851,0.42857142857142855,3,193571.039615
KRS,-1.1,-1.1,-1.1,-1.1,43627.9298643
KSC,-1.1,-1.1,-1.1,-1.1,42058.0522154
KSL,-0.0324483201152,0.0200756141746,0.3,3,195110.731657
KSN,-1.1,-1.1,-1.1,-1.1,13987.2509101
KSO,-1.1,-1.1,-1.1,-1.1,10164.7080732
KTA,-1.1,-1.1,-1.1,-1.1,7167.02605304
KTE,-1.1,-1.1,-1.1,-1.1,20087.6340061
KTL,-1.1,-1.1,-1.1,-1.1,1284.84479513
LAA,-0.0582222855596,0.0286850839871,0,0,79372.3676732
LAM,-1.1,-1.1,-1.1,-1.1,353.78057242
LAS,-1.1,-1.1,-1.1,-1.1,121.694275092
LAU,-1.1,-1.1,-1.1,-1.1,19312.643937
LBL,-1.1,-1.1,-1.1,-1.1,5319.39113316
LBT,-1.1,-1.1,-1.1,-1.1,9037.36759746
LCD,-1.1,-1.1,-1.1,-1.1,25276.8822906
LCE,-1.1,-1.1,-1.1,-1.1,616.820027647
LCK,-0.0203475258036,0.0559013739746,0.08695652173913043,2,138683.281328
LCM,-0.0174606856202,0.0236223720056,0.0,0,78347.5814696
LCR,-1.1,-1.1,-1.1,-1.1,6685.65015708
LCT,-1.1,-1.1,-1.1,-1.1,34290.4258502
LCY,0.0333446112559,0.0483088212107,0.36666666666666664,11,53609.0944366
LDM,-1.1,-1.1,-1.1,-1.1,5364.39842329
LEG,0.0195623446323,0.0416768077519,0.0,0,96371.4386508
LEP,-0.0335084809836,0.00886496879128,0.4024390243902439,33,235511.71957
LER,-1.1,-1.1,-1.1,-1.1,3872.92925491
LFC,-1.1,-1.1,-1.1,-1.1,15882.4990512
LGD,-1.1,-1.1,-1.1,-1.1,26060.0047968
LGM,-1.1,-1.1,-1.1,-1.1,19712.9504758
LGO,-1.1,-1.1,-1.1,-1.1,4580.01965717
LGR,-1.1,-1.1,-1.1,-1.1,7123.06575758
LHB,0.00194691826316,0.0409638374981,0.002277904328018223,2,121045.824575
LHC,0.00487630213364,0.0212899781563,1.0,1,248124.404377
LIC,-0.000696738452052,0.156476266845,0.12893982808022922,45,50733.8848673
LIN,-1.1,-1.1,-1.1,-1.1,17577.3385411
LIO,-1.1,-1.1,-1.1,-1.1,3290.90030605
LIT,-1.1,-1.1,-1.1,-1.1,35799.333334
LKE,-1.1,-1.1,-1.1,-1.1,1250.3560893
LKO,0.255035562951,0.0963986589081,0,0,72284.1855977
LLC,0.069254867219,0.0132742747482,0,0,16856352.4014
LLO,-1.1,-1.1,-1.1,-1.1,28036.6737716
LMB,0.127017076638,0.063486987429,0,0,62464.3022041
LMC,-1.1,-1.1,-1.1,-1.1,13951.2099485
LMG,-1.1,-1.1,-1.1,-1.1,20494.7199336
LML,-1.1,-1.1,-1.1,-1.1,22911.6192974
LMR,-1.1,-1.1,-1.1,-1.1,24667.5568414
LMW,-1.1,-1.1,-1.1,-1.1,3985.96980923
LNG,-0.00491929914061,0.0402984146187,0,0,2345862.21122
LNK,0.179379949396,0.00973932216017,0,0,9810942.93976
LNR,0.0201315934013,0.0210486331117,0,0,196810.12455
LNY,-1.1,-1.1,-1.1,-1.1,30763.9703124
LOM,0.148779113285,0.0663345907167,0,0,131841.342074
LOV,-0.0262317272093,0.0382607713636,0,0,535957.641103
LRL,0.0512099246318,0.0332076141978,0.19230769230769232,5,54631.8329278
LRR,-0.0879572843301,0.123217395451,0.0,0,72551.432879
LRS,-1.1,-1.1,-1.1,-1.1,23926.2603079
LSA,-1.1,-1.1,-1.1,-1.1,31398.4780633
LSN,-1.1,-1.1,-1.1,-1.1,2432.42951807
LSR,-1.1,-1.1,-1.1,-1.1,21050.1127487
LSX,-1.1,-1.1,-1.1,-1.1,10163.7638774
LTN,0.0890295039479,0.0279091835562,0.6666666666666666,2,66746.3635004
LTR,-1.1,-1.1,-1.1,-1.1,16012.3617543
LTX,-1.1,-1.1,-1.1,-1.1,5467.99937213
LVT,-1.1,-1.1,-1.1,-1.1,48878.7927841
LWP,-0.0119351971257,0.0847701059948,0,0,56215.5882202
LYC,-0.0198821863048,0.0384650553352,0.09090909090909091,1,13023075.1072
LYL,0.0395312388136,0.0169530359538,0.6666666666666666,2,64145.7595245
MAD,0.0972888007663,0.0405748061678,0.25,1,701097.905367
MAE,0.027294190823,0.0250923218323,0.4,4,163272.719349
MAH,-0.00757634317342,0.0367815993753,0,0,1406496.67378
MAI,-1.1,-1.1,-1.1,-1.1,13680.2618182
MAQ,-1.1,-1.1,-1.1,-1.1,45827.0973182
MAR,-1.1,-1.1,-1.1,-1.1,16407.1611156
MAS,-1.1,-1.1,-1.1,-1.1,19783.3964059
MAT,0.0933699800766,0.0494216249434,0.5333333333333333,8,97500.7222837
MAU,-1.1,-1.1,-1.1,-1.1,18173.7291087
MAX,-1.1,-1.1,-1.1,-1.1,21016.6008041
MBC,-1.1,-1.1,-1.1,-1.1,5803.88917617
MBD,-1.1,-1.1,-1.1,-1.1,856.066004258
MBE,-0.0396129364698,0.0566009857277,0.0,0,195950.169422
MBK,-1.1,-1.1,-1.1,-1.1,4676.25505857
MBN,0.0419399156789,0.0561257219476,0,0,1526712.08796
MBO,-1.1,-1.1,-1.1,-1.1,5623.11672383
MBT,-1.1,-1.1,-1.1,-1.1,27980.146945
MCE,0.0211581979745,0.0301814423824,0,0,410027.41746
MCH,-1.1,-1.1,-1.1,-1.1,1242.44769146
MCO,-1.1,-1.1,-1.1,-1.1,38573.9619283
MCP,-0.00867050546644,0.0203086403243,0.33962264150943394,18,110880.911851
MCR,0.036462978839,0.0288346211402,0.45454545454545453,5,957754.017667
MCS,0.116653092123,0.0605423228035,0.3382352941176471,23,157746.220063
MCT,-1.1,-1.1,-1.1,-1.1,30627.6072754
MCX,-1.1,-1.1,-1.1,-1.1,35642.6050677
MDC,-1.1,-1.1,-1.1,-1.1,29741.4576271
MDD,-1.1,-1.1,-1.1,-1.1,184.966231773
MDG,-1.1,-1.1,-1.1,-1.1,1403.34540343
MDI,-1.1,-1.1,-1.1,-1.1,28253.6098123
MDL,-0.0354631494624,0.0310555788587,0.25,3,700005.073701
MDR,-1.1,-1.1,-1.1,-1.1,12696.1680258
MDV,-1.1,-1.1,-1.1,-1.1,8010.12037186
MDX,-1.1,-1.1,-1.1,-1.1,32095.0642137
MEB,-1.1,-1.1,-1.1,-1.1,45216.7369099
MED,-1.1,-1.1,-1.1,-1.1,43448.8008571
MEI,-1.1,-1.1,-1.1,-1.1,10016.1740346
MEL,0.00526630440653,0.0488488450292,0,0,268294.783266
MEO,0.00410954656281,0.041048262883,0.3684210526315789,21,953498.26204
MEP,-1.1,-1.1,-1.1,-1.1,25355.8064418
MEU,-1.1,-1.1,-1.1,-1.1,44552.351275
MEY,-0.0218171228235,0.0750310278155,0,0,56115.9314584
MEZ,-0.0567706092328,0.0190354613558,0,0,289246.101331
MFF,0.382256883339,0.0295166115241,0.48760330578512395,59,287655.70801
MFG,0.031280385477,0.0221914045635,0.4473684210526316,17,2602914.71951
MGC,-0.00606709923148,0.0217681139704,0,0,2178119.84238
MGE,0.0125260796267,0.00928946510756,0,0,1742449.34685
MGL,-1.1,-1.1,-1.1,-1.1,8535.33552834
MGM,-1.1,-1.1,-1.1,-1.1,0.0
MGP,-1.1,-1.1,-1.1,-1.1,10390.4336043
MGR,-0.0390281450639,0.0130794626892,0.35555555555555557,16,17136493.1457
MGS,-1.1,-1.1,-1.1,-1.1,1411.74798995
MGU,-1.1,-1.1,-1.1,-1.1,15089.8252577
MGV,-1.1,-1.1,-1.1,-1.1,13433.6808038
MGX,0.0494536828791,0.0284487677943,0.37142857142857144,13,4815108.49998
MGY,-1.1,-1.1,-1.1,-1.1,39262.984916
MGZ,-1.1,-1.1,-1.1,-1.1,1031.03772297
MHC,-1.1,-1.1,-1.1,-1.1,17905.3164446
MHG,0.108813528878,0.00591789512275,0,0,109809.563177
MHI,-1.1,-1.1,-1.1,-1.1,1989.34713575
MHM,0.0843576570853,0.0557971120488,0.375,6,116754.63179
MIG,-1.1,-1.1,-1.1,-1.1,32067.2064695
MIH,-1.1,-1.1,-1.1,-1.1,1016.88365095
MIL,-0.0166293681917,0.0223221852082,0,0,91036.1526549
MIN,-0.0249352177234,0.0178088327831,0.3125,5,4519623.52784
MIR,0.30563220751,0.0241548634591,0.5357142857142857,30,79673.3693669
MIZ,-0.0686080951394,0.0570947754935,0,0,77041.5919955
MJP,-0.104303469797,0.0438289261212,0.25,4,276473.555668
MKB,0.0689680320016,0.0627816808207,0.43478260869565216,10,72340.314222
MKE,-1.1,-1.1,-1.1,-1.1,9652.93153585
MKO,-1.1,-1.1,-1.1,-1.1,11904.0119752
MLA,-1.1,-1.1,-1.1,-1.1,5812.62186398
MLB,0.00775810989145,0.0160943968789,0.42857142857142855,3,127166.127797
MLD,0.0151519323633,0.0238747620001,0,0,452175.235068
MLI,0.0145781048152,0.0433920201551,0.0,0,140546.678009
MLM,-1.1,-1.1,-1.1,-1.1,38031.8257647
MLS,-0.0832707186325,0.0553332706437,0,0,159548.355792
MLT,0.103957778097,0.305647632626,0.4,24,421043.454907
MLX,0.0326215745936,0.0314459650101,0.0,0,440015.928895
MMC,-1.1,-1.1,-1.1,-1.1,21778.8494857
MMI,0.0221993133193,0.0430095443327,0,0,86434.17398
MMJ,-0.00058137489791,0.0357036946715,0,0,403898.843928
MML,-0.0286812388733,0.0334608605312,0,0,2517538.1594
MMR,0.0472743324024,0.0421125818544,0.2815533980582524,29,55557.5475068
MMS,0.0260069444417,0.0235513404767,0,0,1808988.16091
MMZ,-1.1,-1.1,-1.1,-1.1,35805.442658
MNB,-1.1,-1.1,-1.1,-1.1,21013.7173858
MNC,0.0183738496834,0.053845739086,0,0,290305.740879
MND,0.0229628023973,0.0196263323699,0.0,0,3922851.65884
MNE,0.0153817756665,0.0511958479973,0.0,0,81270.5704322
MNF,0.00808726852741,0.0360884948177,0.34782608695652173,24,89310.7688692
MNM,0.00591437509386,0.0649834639803,0.3333333333333333,1,88870.3186422
MNQ,-1.1,-1.1,-1.1,-1.1,7803.4815522
MNS,-0.0047515350867,0.0571322408593,0.3684210526315789,28,191897.083793
MNW,0.0164639635682,0.0770636778544,0,0,99823.8830519
MNY,0.0912816429253,0.0252338889621,0.24277456647398843,42,73983.8453739
MOC,0.00262427391837,0.0155759517075,0.3333333333333333,2,158760.309207
MOD,0.0298046740298,0.044473777517,0,0,51237.3117915
MOL,0.00497140561745,0.0412099711208,0.3333333333333333,2,238039.06157
MOO,-1.1,-1.1,-1.1,-1.1,24890.3837933
MOQ,-1.1,-1.1,-1.1,-1.1,9830.11303041
MOT,-1.1,-1.1,-1.1,-1.1,17893.9469104
MOV,-1.1,-1.1,-1.1,-1.1,591.32576721
MOX,0.0029869167171,0.0496129955405,0.6666666666666666,4,69624.9334211
MOY,0.0429636996276,0.038912305227,0.5,1,121211.794612
MOZ,0.0297791884532,0.0739126168931,0.45454545454545453,5,69256.7014831
MPE,-1.1,-1.1,-1.1,-1.1,2678.98160575
MPJ,0.0409586502686,0.347124308803,0.15492957746478872,77,61679.4210191
MPL,0.00460759561904,0.0156986548025,0,0,32918353.8326
MPO,-0.0242368422571,0.0314051148908,0.38,19,535103.918398
MPP,-1.1,-1.1,-1.1,-1.1,29047.514245
MPX,-1.1,-1.1,-1.1,-1.1,1793.08676976
MQA,-0.0136066927241,0.0150493714698,0.5714285714285714,4,3071806.27837
MQG,0.0400774526571,0.017154893286,0.3157894736842105,6,65451388.1817
MRC,-1.1,-1.1,-1.1,-1.1,13468.8359383
MRD,-1.1,-1.1,-1.1,-1.1,11256.6922864
MRF,-1.1,-1.1,-1.1,-1.1,22374.3492554
MRM,0.0152123549195,0.0157119578687,0.391304347826087,27,1206953.82854
MRN,-1.1,-1.1,-1.1,-1.1,8243.41233066
MRP,-1.1,-1.1,-1.1,-1.1,37437.4544732
MRQ,-1.1,-1.1,-1.1,-1.1,5986.17754241
MRR,-1.1,-1.1,-1.1,-1.1,1562.77799764
MRV,0.163640728952,0.0903503398267,0,0,172261.156898
MSB,-0.005353647198,0.0223523074422,0.3125,5,1713857.20431
MSC,-1.1,-1.1,-1.1,-1.1,41037.1953625
MSI,-1.1,-1.1,-1.1,-1.1,1178.44072637
MSP,-1.1,-1.1,-1.1,-1.1,15480.8887838
MSR,-1.1,-1.1,-1.1,-1.1,30883.8554659
MSV,-1.1,-1.1,-1.1,-1.1,16992.3633096
MTA,-1.1,-1.1,-1.1,-1.1,28175.2179463
MTB,-1.1,-1.1,-1.1,-1.1,9989.46021565
MTD,-1.1,-1.1,-1.1,-1.1,1217.57218177
MTH,-1.1,-1.1,-1.1,-1.1,24224.7498784
MTI,-1.1,-1.1,-1.1,-1.1,2847.93676804
MTL,-1.1,-1.1,-1.1,-1.1,35983.7990323
MTR,,0.0,0,0,550790.764086
MTS,0.0530430116884,0.0117531763392,0.4,8,9947963.34011
MTU,-0.0256050349014,0.0178860910449,0.3291139240506329,26,2081333.31327
MUA,0.0187584621691,0.0236736407947,0,0,82519.2152589
MUB,-1.1,-1.1,-1.1,-1.1,4049.52965953
MUE,-1.1,-1.1,-1.1,-1.1,22565.5947316
MUI,-1.1,-1.1,-1.1,-1.1,12614.7144857
MUM,-1.1,-1.1,-1.1,-1.1,22384.0247449
MUS,0.131812661956,0.136567391004,0,0,110465.036337
MVA,-0.102145469542,0.00892939594808,0,0,155499.7082
MVB,-0.0697595045038,0.0112817413088,0,0,182395.463136
MVE,-1.1,-1.1,-1.1,-1.1,45635.0398741
MVF,0.0425323910796,0.0219522359895,0,0,1156015.79282
MVP,0.0440868375524,0.0328847153419,0.3763440860215054,35,56428.4406967
MVR,-1.1,-1.1,-1.1,-1.1,39212.7642369
MVS,-0.248161216561,0.00908723320625,0,0,155799.997481
MVT,-1.1,-1.1,-1.1,-1.1,46022.9765333
MVW,-0.059728101654,0.00932943556605,0,0,294310.286391
MWR,-1.1,-1.1,-1.1,-1.1,8191.20306884
MWS,-1.1,-1.1,-1.1,-1.1,3826.88703753
MXI,0.0272281104374,0.0268956143728,0.3793103448275862,11,112349.651382
MXR,0.0956328303001,0.0911608252623,0,0,52803.995924
MYE,0.0322326200978,0.0319635514028,0.5833333333333334,7,68703.386121
MYG,0.0379324833183,0.0444632228814,0.5789473684210527,22,76502.106521
