,ALF,AUI,WHF,DJW,DUI,HHV,AGF,TGG,BKI,PGF,FGG,Cash,TotalValue,Adj Close_ALF,Adj Close_AUI,Adj Close_WHF,Adj Close_DJW,Adj Close_DUI,Adj Close_HHV,Adj Close_AGF,Adj Close_TGG,Adj Close_BKI,Adj Close_PGF,Adj Close_FGG
2014-09-13,5813.95348837,1.0001031114370562e-08,0.0,2557.54475703,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,27929.22536934197,47371.1750511822,1.69,8.84,4.58,3.76,3.91,1.2830000000000001,0.9,1.382,1.6647,0.94,1.055
2014-09-14,5813.95348837,1.0001031114370562e-08,0.0,2557.54475703,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,27929.22536934197,47371.1750511822,1.69,8.84,4.58,3.76,3.91,1.2830000000000001,0.9,1.382,1.6647,0.94,1.055
2014-09-15,5813.95348837,1.0001031114370562e-08,0.0,2557.54475703,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,27929.22536934197,47313.03551629851,1.68,8.84,4.58,3.76,3.91,1.2830000000000001,0.9,1.382,1.6647,0.93,1.055
2014-09-16,5813.95348837,1.0001031114370562e-08,0.0,2557.54475703,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,27929.22536934197,47167.6866790895,1.655,8.84,4.58,3.76,3.91,1.308,0.9,1.382,1.6647,0.94,1.055
2014-09-17,5813.95348837,1.0001031114370562e-08,0.0,2557.54475703,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,27929.22536934197,46964.19830699655,1.62,8.84,4.58,3.76,3.91,1.308,0.9,1.382,1.6647,0.935,1.055
2014-09-18,5813.95348837,1.0001031114370562e-08,0.0,2557.54475703,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,27929.22536934197,46906.058772112854,1.61,8.84,4.58,3.76,3.91,1.308,0.9,1.382,1.6647,0.95,1.055
2014-09-19,5813.95348837,1.0001031114370562e-08,0.0,2557.54475703,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,27929.22536934197,47196.75644653135,1.66,8.84,4.58,3.76,3.91,1.308,0.9,1.382,1.6647,0.965,1.055
2014-09-20,5813.95348837,1.0001031114370562e-08,0.0,2557.54475703,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,27929.22536934197,47196.75644653135,1.66,8.84,4.58,3.76,3.91,1.308,0.9,1.382,1.6647,0.965,1.055
2014-09-21,5813.95348837,1.0001031114370562e-08,0.0,2557.54475703,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,27929.22536934197,47196.75644653135,1.66,8.84,4.58,3.76,3.91,1.308,0.9,1.382,1.6647,0.965,1.055
2014-09-22,5813.95348837,1.0001031114370562e-08,0.0,2557.54475703,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,27929.22536934197,47022.33784188025,1.63,8.84,4.58,3.76,3.91,1.308,0.9,1.382,1.6647,0.945,1.055
2014-09-23,0.0,1.0001031114370562e-08,0.0,2557.54475703,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,37328.99281119905,46945.361097694076,1.62,8.84,4.58,3.76,3.91,1.2917,0.9,1.382,1.6647,0.95,1.055
2014-09-24,0.0,1.0001031114370562e-08,0.0,2557.54475703,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,37328.99281119905,46945.361097694076,1.62,8.84,4.58,3.76,3.91,1.2917,0.9,1.382,1.6647,0.94,1.055
2014-09-25,0.0,1.0001031114370562e-08,0.0,2557.54475703,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,37328.99281119905,46945.361097694076,1.6,8.84,4.58,3.76,3.91,1.2917,0.9,1.382,1.6647,0.96,1.055
2014-09-26,6097.56097561,1.0001031114370562e-08,0.0,2557.54475703,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,27308.992811198652,46925.361097694076,1.64,8.84,4.58,3.76,3.91,1.2917,0.9,1.382,1.6647,0.96,1.055
2014-09-27,6097.56097561,1.0001031114370562e-08,0.0,2557.54475703,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,27308.992811198652,46925.361097694076,1.64,8.84,4.58,3.76,3.91,1.2917,0.9,1.382,1.6647,0.96,1.055
2014-09-28,6097.56097561,1.0001031114370562e-08,0.0,2557.54475703,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,27308.992811198652,46925.361097694076,1.64,8.84,4.58,3.76,3.91,1.2917,0.9,1.382,1.6647,0.96,1.055
2014-09-29,6097.56097561,1.0001031114370562e-08,0.0,2557.54475703,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,27308.992811198652,47016.824512328145,1.655,8.84,4.58,3.76,3.91,1.2836,0.9,1.382,1.6647,0.96,1.055
2014-09-30,0.0,1.0001031114370562e-08,0.0,2557.54475703,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,37380.27329900394,46510.708081660254,1.655,8.34,4.34,3.57,3.7,1.2813,0.99,1.3780000000000001,1.58,1.0354,1.055
2014-10-01,0.0,1.0001031114370562e-08,0.0,2557.54475703,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,37380.27329900394,46510.70808166318,1.665,8.8309,4.58,3.57,3.9007,1.2836,0.9,1.382,1.6647,0.95,1.055
2014-10-02,0.0,1.0001031114370562e-08,0.0,2557.54475703,2563.642423140001,9.997165761888027e-09,0.0,0.0,0.0,0,0,27360.27329902277,46490.70808166322,1.63,8.8309,4.58,3.57,3.9007,1.2836,0.9,1.3781,1.6647,0.95,1.055
2014-10-03,0.0,-1132.3874123699989,-2183.40611354,2557.54475703,2563.642423140001,9.997165761888027e-09,0.0,0.0,0.0,0,0,47320.27329902251,46450.7080816632,1.655,8.8309,4.58,3.57,3.9007,1.2813,0.9,1.3781,1.6647,0.96,1.055
2014-10-04,0.0,-1132.3874123699989,-2183.40611354,2557.54475703,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,57300.273299003755,46430.70808166324,1.655,8.8309,4.58,3.57,3.9007,1.2813,0.9,1.3781,1.6647,0.96,1.055
2014-10-05,0.0,-1132.3874123699989,-2183.40611354,2557.54475703,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,57300.273299003755,46430.70808166324,1.655,8.8309,4.58,3.57,3.9007,1.2813,0.9,1.3781,1.6647,0.96,1.055
2014-10-06,0.0,-1132.3874123699989,-2183.40611354,2557.54475703,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,57300.273299003755,46430.70808166324,1.68,8.8309,4.58,3.57,3.9007,1.2813,0.9,1.3781,1.6647,0.97,1.055
2014-10-07,0.0,-1132.3874123699989,-2183.40611354,2557.54475703,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,57300.273299003755,46430.70808166324,1.67,8.8309,4.58,3.57,3.9007,1.2813,0.9,1.3781,1.6647,0.9799,1.055
2014-10-08,0.0,-1132.3874123699989,-2183.40611354,2557.54475703,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,57300.273299003755,46986.59706239564,1.68,8.34,4.58,3.57,3.9007,1.2785,0.9,1.3781,1.58,0.9799,1.055
2014-10-09,0.0,-1132.3874123699989,-2183.40611354,2557.54475703,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,57300.273299003755,46986.59706239564,1.595,8.34,4.58,3.57,3.9007,1.2785,0.9,1.3741,1.58,0.9799,1.055
2014-10-10,0.0,1.0001031114370562e-08,-2183.40611354,2557.54475703,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,47837.27405771606,46967.70884035714,1.575,8.34,4.58,3.57,3.9007,1.2785,0.9,1.3741,1.58,0.9799,1.055
2014-10-11,0.0,1.0001031114370562e-08,-2183.40611354,2557.54475703,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,47837.27405771606,46967.70884035714,1.575,8.34,4.58,3.57,3.9007,1.2785,0.9,1.3741,1.58,0.9799,1.055
2014-10-12,0.0,1.0001031114370562e-08,-2183.40611354,2557.54475703,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,47837.27405771606,46967.70884035714,1.575,8.34,4.58,3.57,3.9007,1.2785,0.9,1.3741,1.58,0.9799,1.055
2014-10-13,0.0,1.0001031114370562e-08,-2183.40611354,2557.54475703,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,47837.27405771606,47491.72630760674,1.555,8.34,4.34,3.57,3.9007,1.2785,0.9,1.3741,1.58,0.9799,1.055
2014-10-14,6349.20634921,1.0001031114370562e-08,-2183.40611354,2557.54475703,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,37817.274057710296,47471.72630760624,1.575,8.34,4.34,3.57,3.9007,1.229,0.99,1.3741,1.58,0.9799,1.055
2014-10-15,6349.20634921,1.0001031114370562e-08,0.0,2557.54475703,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,28322.33955988117,47230.55212031836,1.54,8.34,4.34,3.57,3.9007,1.229,0.99,1.3741,1.58,0.9799,1.055
2014-10-16,0.0,1.0001031114370562e-08,0.0,2557.54475703,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,37890.46654401366,47020.90132666742,1.51,8.34,4.21,3.57,3.9007,1.2261,0.99,1.3741,1.58,0.9799,1.055
2014-10-17,0.0,1.0001031114370562e-08,0.0,2557.54475703,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,37890.46654401366,47020.90132666742,1.505,8.34,4.34,3.57,3.9007,1.2261,0.99,1.3741,1.58,0.9799,1.055
2014-10-18,0.0,1.0001031114370562e-08,0.0,2557.54475703,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,37890.46654401366,47020.90132666742,1.505,8.34,4.34,3.57,3.9007,1.2261,0.99,1.3741,1.58,0.9799,1.055
2014-10-19,0.0,1.0001031114370562e-08,0.0,2557.54475703,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,37890.46654401366,47020.90132666742,1.505,8.34,4.34,3.57,3.9007,1.2261,0.99,1.3741,1.58,0.9799,1.055
2014-10-20,0.0,1.0001031114370562e-08,0.0,2557.54475703,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,37890.46654401366,47020.90132666532,1.505,8.13,4.34,3.57,3.9007,1.2261,0.99,1.3741,1.58,0.9799,1.055
2014-10-21,0.0,1.0001031114370562e-08,0.0,2557.54475703,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,37890.46654401366,47020.90132666745,1.515,8.34,4.34,3.57,3.9007,1.229,0.99,1.3741,1.58,0.9799,1.055
2014-10-22,0.0,1.0001031114370562e-08,0.0,2557.54475703,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,37890.46654401366,47020.90132666745,1.53,8.34,4.34,3.57,3.9007,1.229,0.99,1.3741,1.58,0.9799,1.055
2014-10-23,0.0,1.0001031114370562e-08,0.0,2557.54475703,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,37890.46654401366,47020.90132666745,1.555,8.34,4.34,3.57,3.9007,1.229,0.99,1.3741,1.58,0.9799,1.055
2014-10-24,0.0,1.0001031114370562e-08,0.0,2557.54475703,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,37890.46654401366,47020.90132666745,1.56,8.34,4.34,3.57,3.9007,1.229,0.99,1.3741,1.58,0.9799,1.055
2014-10-25,0.0,1.0001031114370562e-08,0.0,2557.54475703,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,37890.46654401366,47020.90132666745,1.56,8.34,4.34,3.57,3.9007,1.229,0.99,1.3741,1.58,0.9799,1.055
2014-10-26,0.0,1.0001031114370562e-08,0.0,2557.54475703,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,37890.46654401366,47020.90132666745,1.56,8.34,4.34,3.57,3.9007,1.229,0.99,1.3741,1.58,0.9799,1.055
2014-10-27,6329.11392405,1.0001031114370562e-08,0.0,2557.54475703,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,27870.466544014664,47000.90132666745,1.58,8.34,4.24,3.57,3.9007,1.229,0.99,1.3741,1.58,0.9799,1.055
2014-10-28,6329.11392405,1.0001031114370562e-08,0.0,2557.54475703,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,27870.466544014664,46905.96461780592,1.565,8.23,4.34,3.57,3.9007,1.2604,0.99,1.3741,1.58,0.9799,1.055
2014-10-29,0.0,1.0001031114370562e-08,0.0,2557.54475703,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,37755.719708570636,46886.15449122474,1.565,8.34,4.29,3.57,3.9007,1.2604,0.99,1.3741,1.58,0.9799,1.055
2014-10-30,6230.52959502,1.0001031114370562e-08,0.0,2557.54475703,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,27735.71970856352,46866.15449122402,1.605,8.27,4.34,3.57,3.9007,1.2604,0.99,1.3741,1.58,0.9799,1.055
2014-10-31,6230.52959502,1.0001031114370562e-08,0.0,2557.54475703,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,27735.71970856352,47079.60191814722,1.59,8.7,4.6,3.69,3.86,1.2789,1.01,1.3419999999999999,1.65,1.0354,1.055
2014-11-01,6230.52959502,1.0001031114370562e-08,0.0,2557.54475703,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,27735.71970856352,47079.60191814722,1.59,8.7,4.6,3.69,3.86,1.2789,1.01,1.3419999999999999,1.65,1.0354,1.055
2014-11-02,0.0,-1149.425287349999,-2173.91304348,2557.54475703,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,57582.44868057307,47019.78883403497,1.59,8.7,4.6,3.69,3.86,1.2789,1.01,1.3419999999999999,1.65,1.0354,1.055
2014-11-03,0.0,-1149.425287349999,-2173.91304348,0.0,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,66694.62259360497,47673.63308837639,1.6,8.34,4.34,3.57,3.9007,1.2604,0.99,1.3741,1.58,0.9799,1.055
2014-11-04,6309.14826498,-1149.425287349999,-2173.91304348,0.0,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,56674.62259361168,47653.63308837658,1.585,8.34,4.34,3.57,3.9007,1.2789,0.99,1.3741,1.58,0.9799,1.055
2014-11-05,6309.14826498,-1149.425287349999,-2173.91304348,0.0,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,56674.62259361168,47432.812899102275,1.55,8.34,4.34,3.69,3.9007,1.2789,0.99,1.3741,1.58,0.9799,1.055
2014-11-06,6309.14826498,-1149.425287349999,0.0,0.0,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,47220.970419691075,47287.76036858527,1.53,8.34,4.34,3.69,3.9007,1.2789,0.99,1.3741,1.65,0.9799,1.055
2014-11-07,6309.14826498,-1149.425287349999,0.0,0.0,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,47220.970419691075,47161.577403285664,1.51,8.34,4.34,3.69,3.9007,1.2789,0.99,1.3741,1.65,0.9799,1.055
2014-11-08,6309.14826498,-1149.425287349999,0.0,0.0,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,47220.970419691075,47161.577403285664,1.51,8.34,4.34,3.69,3.9007,1.2789,0.99,1.3741,1.65,0.9799,1.055
2014-11-09,6309.14826498,-1149.425287349999,0.0,0.0,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,47220.970419691075,47161.577403285664,1.51,8.34,4.34,3.69,3.9007,1.2789,0.99,1.3741,1.65,0.9799,1.055
2014-11-10,6309.14826498,-1149.425287349999,0.0,0.0,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,47220.970419691075,46842.42152381477,1.525,8.7,4.34,3.69,3.86,1.2789,0.99,1.3419999999999999,1.65,0.9799,1.055
2014-11-11,6309.14826498,-1149.425287349999,0.0,0.0,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,47220.970419691075,46716.23855851535,1.505,8.7,4.6,3.69,3.86,1.2966,0.99,1.3419999999999999,1.65,0.9799,1.055
2014-11-12,6309.14826498,-1149.425287349999,0.0,0.0,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,47220.970419691075,47305.12865605055,1.52,8.27,4.6,3.69,3.86,1.2966,0.99,1.3419999999999999,1.65,0.9799,1.055
2014-11-13,6309.14826498,-1149.425287349999,-2320.18561485,0.0,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,57200.97041969457,46917.058747792675,1.54,8.7,4.31,4.59,3.4,1.14,0.835,1.375,1.59,0.97,1.055
2014-11-14,0.0,-1149.425287349999,-2320.18561485,0.0,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,66897.62657110763,46224.772742827,1.54,8.7,4.6,3.69,3.86,1.2966,1.01,1.3419999999999999,1.65,0.9799,1.055
2014-11-15,6493.50649351,-1149.425287349999,0.0,0.0,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,46183.427035135595,46183.427035170374,1.54,8.7,4.6,3.69,3.86,1.2966,1.01,1.3419999999999999,1.65,0.9799,1.055
2014-11-16,6493.50649351,-1149.425287349999,-2173.91304348,2710.02710027,-2590.673575139999,-7712.478790670003,-9900.99009901,0.0,0.0,0,0,76083.42703514488,46083.427035170374,1.54,8.7,4.6,3.69,3.86,1.2966,1.01,1.3419999999999999,1.65,0.9799,1.055
2014-11-17,0.0,-1149.425287349999,-2173.91304348,2710.02710027,-2590.673575139999,-7712.478790670003,-9900.99009901,0.0,0.0,0,0,86031.02443774765,51032.42387074634,1.535,8.27,4.27,4.62,3.37,1.2966,1.01,1.385,1.61,0.97,1.055
2014-11-18,0.0,-1149.425287349999,-2173.91304348,2710.02710027,-2590.673575139999,-7712.478790670003,-9900.99009901,0.0,0.0,0,0,86031.02443774765,46045.67814747001,1.535,8.7,4.6,3.69,3.86,1.2947,1.01,1.3419999999999999,1.65,0.9799,1.055
2014-11-19,0.0,1.0001031114370562e-08,0.0,0.0,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,45925.70745482799,45925.70745488935,1.535,8.7,4.6,3.69,3.86,1.2947,1.01,1.3419999999999999,1.65,0.9799,1.055
2014-11-20,0.0,1.0001031114370562e-08,-2173.91304348,2710.02710027,-2590.673575139999,9.997165761888027e-09,0.0,0.0,0.0,0,0,55865.707454841475,45865.707454889336,1.53,8.7,4.6,3.69,3.86,1.2947,1.01,1.3419999999999999,1.65,0.9799,1.055
2014-11-21,0.0,1.0001031114370562e-08,-2173.91304348,2710.02710027,-2590.673575139999,9.997165761888027e-09,0.0,0.0,0.0,0,0,55865.707454841475,45865.707454889336,1.53,8.7,4.6,3.69,3.86,1.2947,1.01,1.3419999999999999,1.65,0.9799,1.055
2014-11-22,0.0,1.0001031114370562e-08,-2173.91304348,2710.02710027,-2590.673575139999,9.997165761888027e-09,0.0,0.0,0.0,0,0,55865.707454841475,45865.707454889336,1.53,8.7,4.6,3.69,3.86,1.2947,1.01,1.3419999999999999,1.65,0.9799,1.055
2014-11-23,0.0,1.0001031114370562e-08,-2173.91304348,2710.02710027,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,45845.70745483967,45845.70745488933,1.53,8.7,4.6,3.69,3.86,1.2947,1.01,1.3419999999999999,1.65,0.9799,1.055
2014-11-24,0.0,1.0001031114370562e-08,-2173.91304348,2710.02710027,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,45845.70745483967,45845.70745488933,1.545,8.7,4.6,3.69,3.86,1.2947,1.01,1.3419999999999999,1.65,0.9799,1.055
2014-11-25,0.0,1.0001031114370562e-08,-2173.91304348,2710.02710027,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,45845.70745483967,45845.707454889314,1.55,8.7,4.6,3.69,3.86,1.2935,1.01,1.3419999999999999,1.65,0.9799,1.055
2014-11-26,0.0,1.0001031114370562e-08,-2173.91304348,2710.02710027,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,45845.70745483967,45845.707454889314,1.59,8.7,4.6,3.69,3.86,1.2935,1.01,1.3419999999999999,1.65,0.9799,1.055
2014-11-27,0.0,1.0001031114370562e-08,-2173.91304348,2710.02710027,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,45845.70745483967,45845.707454889314,1.59,8.7,4.6,3.69,3.86,1.2935,1.01,1.3419999999999999,1.65,0.9799,1.055
2014-11-28,0.0,1.0001031114370562e-08,-2173.91304348,2710.02710027,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,45845.70745483967,45845.707454889314,1.57,8.7,4.6,3.69,3.86,1.2935,1.01,1.3419999999999999,1.65,0.9799,1.055
2014-11-29,6369.42675159,1.0001031114370562e-08,-2173.91304348,2710.02710027,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,35825.707454843374,45825.70745488932,1.57,8.7,4.6,3.69,3.86,1.2935,1.01,1.3419999999999999,1.65,0.9799,1.055
2014-11-30,6369.42675159,1.0001031114370562e-08,-2173.91304348,2710.02710027,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,35825.707454843374,45825.70745488932,1.57,8.7,4.6,3.69,3.86,1.2935,1.01,1.3419999999999999,1.65,0.9799,1.055
2014-12-01,6369.42675159,1.0001031114370562e-08,-2173.91304348,2710.02710027,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,35825.707454843374,45698.31891985752,1.55,8.7,4.6,3.69,3.86,1.2935,1.01,1.3419999999999999,1.65,0.9799,1.055
2014-12-02,6369.42675159,1.0001031114370562e-08,-2173.91304348,2710.02710027,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,35825.707454843374,46698.31891985854,1.55,8.7,4.14,3.69,3.86,1.3152,1.01,1.3419999999999999,1.65,0.9799,1.055
2014-12-03,6369.42675159,1.0001031114370562e-08,-2173.91304348,2710.02710027,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,35825.707454843374,45073.63178126684,1.52,8.7,4.6,3.53,3.86,1.3152,1.01,1.3419999999999999,1.65,0.9799,1.055
2014-12-04,6369.42675159,1.0001031114370562e-08,2364.0661938499998,2710.02710027,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,16591.66397658966,45903.282570522526,1.53,8.7,4.23,3.53,3.86,1.3152,1.01,1.3419999999999999,1.61,0.9799,1.055
2014-12-05,0.0,1.0001031114370562e-08,2364.0661938499998,2710.02710027,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,26253.829581681628,46694.92973740629,1.52,8.7,4.6,3.53,3.86,1.3152,1.01,1.3419999999999999,1.61,0.9799,1.055
2014-12-06,6578.94736842,1.0001031114370562e-08,-4.547473508864641e-13,2710.02710027,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,27086.78466440981,46653.180328422866,1.52,8.7,4.6,3.53,3.86,1.3152,1.01,1.3419999999999999,1.61,0.9799,1.055
2014-12-07,6578.94736842,1.0001031114370562e-08,-2173.9130434800004,2710.02710027,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,37066.78466441779,46633.18032842285,1.52,8.7,4.6,3.53,3.86,1.3152,1.01,1.3419999999999999,1.61,0.9799,1.055
2014-12-08,6578.94736842,1.0001031114370562e-08,-2173.9130434800004,2710.02710027,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,37066.78466441779,46698.96980210705,1.53,8.7,4.6,3.53,3.86,1.3152,1.01,1.3419999999999999,1.61,0.9799,1.055
2014-12-09,6578.94736842,1.0001031114370562e-08,-2173.9130434800004,2710.02710027,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,37066.78466441779,46567.39085473865,1.51,8.7,4.6,3.53,3.86,1.3152,1.01,1.4,1.61,0.9799,1.055
2014-12-10,6578.94736842,1.0001031114370562e-08,-2173.9130434800004,2710.02710027,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,37066.78466441779,46958.695202564326,1.51,8.32,4.42,3.53,3.6,1.3623,1.01,1.4,1.61,0.9799,1.055
2014-12-11,6578.94736842,1.0001031114370562e-08,-2173.9130434800004,2710.02710027,-9.998984751291573e-09,9.997165761888027e-09,0.0,0.0,0.0,0,0,37066.78466441779,47024.484676248525,1.52,8.32,4.42,3.53,3.6,1.3623,1.01,1.4,1.61,0.9799,1.055
2014-12-12,6578.94736842,1.0001031114370562e-08,-2173.9130434800004,2710.02710027,2777.777777770001,9.997165761888027e-09,0.0,0.0,0.0,0,0,27046.784664409774,47449.2787265922,1.505,8.32,4.17,3.53,3.6,1.3623,1.14,1.4,1.61,0.9799,1.055
2014-12-13,6578.94736842,1.0001031114370562e-08,-4.547473508864641e-13,2710.02710027,2777.777777770001,9.997165761888027e-09,0.0,0.0,0.0,0,0,17963.436838315552,47431.14829180958,1.505,8.32,4.17,3.53,3.6,1.3623,1.14,1.4,1.61,0.9799,1.055
2014-12-14,6578.94736842,1.0001031114370562e-08,-4.547473508864641e-13,2710.02710027,2777.777777770001,9.997165761888027e-09,-8771.92982456,0.0,0.0,0,0,27943.436838313955,47411.148291809586,1.505,8.32,4.17,3.53,3.6,1.3623,1.14,1.4,1.61,0.9799,1.055
2014-12-15,6578.94736842,1.0001031114370562e-08,-4.547473508864641e-13,2710.02710027,2777.777777770001,9.997165761888027e-09,-8771.92982456,0.0,0.0,0,0,27943.436838313955,47016.41144970439,1.445,8.32,4.42,3.53,3.6,1.3623,1.14,1.4,1.61,0.9799,1.055
2014-12-16,6578.94736842,1.0001031114370562e-08,-4.547473508864641e-13,2710.02710027,2777.777777770001,9.997165761888027e-09,-8771.92982456,0.0,0.0,0,0,27943.436838313955,46851.93776549378,1.42,8.32,4.42,3.53,3.6,1.3518,1.14,1.4,1.61,0.9799,1.055
2014-12-17,6578.94736842,1.0001031114370562e-08,-2262.4434389100006,2710.02710027,2777.777777770001,9.997165761888027e-09,0.0,0.0,0.0,0,0,27903.436838297795,46811.93776549382,1.42,8.32,4.42,3.53,3.6,1.3518,1.14,1.4,1.61,0.9799,1.055
2014-12-18,6578.94736842,1.0001031114370562e-08,-2262.4434389100006,2710.02710027,2777.777777770001,9.997165761888027e-09,0.0,0.0,0.0,0,0,27903.436838297795,46779.04302865172,1.415,8.32,4.42,3.53,3.6,1.3518,1.14,1.4,1.61,0.9799,1.055
2014-12-19,6578.94736842,1.0001031114370562e-08,-2262.4434389100006,2710.02710027,2777.777777770001,9.997165761888027e-09,0.0,0.0,0.0,0,0,27903.436838297795,47465.96253329462,1.43,8.32,4.16,3.53,3.6,1.3518,1.14,1.4,1.61,0.9799,1.055
